policy,perturb_type,severity,perturb_value,episode_idx,ep_return,ep_len,track_err,fell,hit_ceiling,eval_seed
no_mass,nominal,none,,15,38.22486877441406,1000,0.0812392309308052,False,False,42
no_mass,nominal,none,,16,38.92771530151367,1000,0.10306530445814133,False,False,42
no_mass,nominal,none,,17,42.012184143066406,1000,0.06009873375296593,False,False,42
no_mass,nominal,none,,18,40.80414581298828,1000,0.055309318006038666,False,False,42
no_mass,nominal,none,,19,38.62111282348633,1000,0.1372012048959732,False,False,42
no_mass,nominal,none,,20,40.01219177246094,1000,0.06466907262802124,False,False,42
no_mass,nominal,none,,21,40.412689208984375,1000,0.11969466507434845,False,False,42
no_mass,nominal,none,,22,41.305152893066406,1000,0.05548141151666641,False,False,42
no_mass,nominal,none,,23,42.03519058227539,1000,0.047289762645959854,False,False,42
no_mass,nominal,none,,24,42.52278137207031,1000,0.03848158195614815,False,False,42
no_mass,nominal,none,,25,42.19252014160156,1000,0.04829801991581917,False,False,42
no_mass,nominal,none,,26,42.288211822509766,1000,0.05546177551150322,False,False,42
no_mass,nominal,none,,27,41.102970123291016,1000,0.055027276277542114,False,False,42
no_mass,nominal,none,,28,39.48172378540039,1000,0.05817504599690437,False,False,42
no_mass,nominal,none,,29,41.4425048828125,1000,0.0556952990591526,False,False,42
no_motor_strength,nominal,none,,0,42.06371307373047,1000,0.03658408671617508,False,False,42
no_motor_strength,nominal,none,,1,40.4621467590332,1000,0.0643693134188652,False,False,42
no_motor_strength,nominal,none,,2,41.44425964355469,1000,0.05061131715774536,False,False,42
no_motor_strength,nominal,none,,3,41.97856140136719,1000,0.0368993878364563,False,False,42
no_motor_strength,nominal,none,,4,40.9745979309082,1000,0.06028689444065094,False,False,42
no_motor_strength,nominal,none,,5,40.551185607910156,1000,0.05765851214528084,False,False,42
no_motor_strength,nominal,none,,6,39.95139694213867,1000,0.053071267902851105,False,False,42
no_motor_strength,nominal,none,,7,39.939231872558594,1000,0.07850732654333115,False,False,42
no_motor_strength,nominal,none,,8,41.435768127441406,1000,0.047233451157808304,False,False,42
no_motor_strength,nominal,none,,9,39.605567932128906,1000,0.07038290798664093,False,False,42
no_motor_strength,nominal,none,,10,41.59136962890625,1000,0.04481909051537514,False,False,42
no_motor_strength,nominal,none,,11,39.087615966796875,1000,0.06497642397880554,False,False,42
no_motor_strength,nominal,none,,12,39.808013916015625,1000,0.07411234080791473,False,False,42
no_motor_strength,nominal,none,,13,40.754066467285156,1000,0.06450188159942627,False,False,42
no_motor_strength,nominal,none,,14,40.27046585083008,1000,0.05945345014333725,False,False,42
no_motor_strength,nominal,none,,15,37.76262283325195,1000,0.11045370995998383,False,False,42
no_motor_strength,nominal,none,,16,39.24673843383789,1000,0.09031189233064651,False,False,42
no_motor_strength,nominal,none,,17,42.0832633972168,1000,0.055959269404411316,False,False,42
no_motor_strength,nominal,none,,18,40.15620040893555,1000,0.06454110145568848,False,False,42
no_motor_strength,nominal,none,,19,40.97648620605469,1000,0.06515982747077942,False,False,42
no_motor_strength,nominal,none,,20,39.567317962646484,1000,0.07561801373958588,False,False,42
no_motor_strength,nominal,none,,21,42.522186279296875,1000,0.02897053398191929,False,False,42
no_motor_strength,nominal,none,,22,41.28956985473633,1000,0.049454156309366226,False,False,42
no_motor_strength,nominal,none,,23,41.41108322143555,1000,0.056998927146196365,False,False,42
no_motor_strength,nominal,none,,24,40.180240631103516,1000,0.06367827951908112,False,False,42
no_motor_strength,nominal,none,,25,41.74878692626953,1000,0.04207969456911087,False,False,42
no_motor_strength,nominal,none,,26,42.28419494628906,1000,0.03645845502614975,False,False,42
no_motor_strength,nominal,none,,27,40.48411560058594,1000,0.06146445870399475,False,False,42
no_motor_strength,nominal,none,,28,39.76530456542969,1000,0.06916652619838715,False,False,42
no_motor_strength,nominal,none,,29,41.39999008178711,1000,0.05836835503578186,False,False,42
no_sensor_noise,nominal,none,,0,42.624855041503906,1000,0.029430178925395012,False,False,42
no_sensor_noise,nominal,none,,1,40.900821685791016,1000,0.06925971060991287,False,False,42
no_sensor_noise,nominal,none,,2,41.52009201049805,1000,0.04330123960971832,False,False,42
no_sensor_noise,nominal,none,,3,41.609249114990234,1000,0.050963714718818665,False,False,42
no_sensor_noise,nominal,none,,4,41.640830993652344,1000,0.05633106827735901,False,False,42
no_sensor_noise,nominal,none,,5,40.046173095703125,1000,0.06646853685379028,False,False,42
no_sensor_noise,nominal,none,,6,39.718448638916016,1000,0.05597984790802002,False,False,42
no_sensor_noise,nominal,none,,7,40.2333984375,1000,0.06514383107423782,False,False,42
no_sensor_noise,nominal,none,,8,41.25114440917969,1000,0.05162616819143295,False,False,42
no_sensor_noise,nominal,none,,9,39.17009735107422,1000,0.065050408244133,False,False,42
no_sensor_noise,nominal,none,,10,42.154605865478516,1000,0.049535539001226425,False,False,42
no_sensor_noise,nominal,none,,11,39.062686920166016,1000,0.07456734031438828,False,False,42
no_sensor_noise,nominal,none,,12,40.19388198852539,1000,0.0672883465886116,False,False,42
no_sensor_noise,nominal,none,,13,41.070106506347656,1000,0.07606589049100876,False,False,42
no_sensor_noise,nominal,none,,14,39.75566482543945,1000,0.058852240443229675,False,False,42
no_sensor_noise,nominal,none,,15,37.744380950927734,1000,0.08334969729185104,False,False,42
no_sensor_noise,nominal,none,,16,38.775779724121094,1000,0.08383113145828247,False,False,42
no_sensor_noise,nominal,none,,17,41.80095672607422,1000,0.05943518877029419,False,False,42
no_sensor_noise,nominal,none,,18,40.25307846069336,1000,0.05773920938372612,False,False,42
no_sensor_noise,nominal,none,,19,41.50275802612305,1000,0.05811131373047829,False,False,42
no_sensor_noise,nominal,none,,20,40.08464050292969,1000,0.06800639629364014,False,False,42
no_sensor_noise,nominal,none,,21,42.451026916503906,1000,0.033386413007974625,False,False,42
no_sensor_noise,nominal,none,,22,41.2054557800293,1000,0.05420277640223503,False,False,42
no_sensor_noise,nominal,none,,23,41.972259521484375,1000,0.04902065917849541,False,False,42
no_sensor_noise,nominal,none,,24,38.68760681152344,1000,0.0631212517619133,False,False,42
no_sensor_noise,nominal,none,,25,42.06061935424805,1000,0.051765523850917816,False,False,42
no_sensor_noise,nominal,none,,26,42.54242706298828,1000,0.04785726219415665,False,False,42
no_sensor_noise,nominal,none,,27,40.65749740600586,1000,0.06311236321926117,False,False,42
no_sensor_noise,nominal,none,,28,39.296573638916016,1000,0.06636284291744232,False,False,42
no_sensor_noise,nominal,none,,29,41.50210189819336,1000,0.05143732205033302,False,False,42
no_action_latency,nominal,none,,0,42.71202850341797,1000,0.031521935015916824,False,False,42
no_action_latency,nominal,none,,1,41.04277420043945,1000,0.062133435159921646,False,False,42
no_action_latency,nominal,none,,2,42.11255645751953,1000,0.04269910603761673,False,False,42
no_action_latency,nominal,none,,3,41.01813507080078,1000,0.07227601110935211,False,False,42
no_action_latency,nominal,none,,4,41.58506774902344,1000,0.04881816357374191,False,False,42
no_action_latency,nominal,none,,5,40.861610412597656,1000,0.05134360492229462,False,False,42
no_action_latency,nominal,none,,6,40.81598663330078,1000,0.05166742950677872,False,False,42
no_action_latency,nominal,none,,7,41.20966339111328,1000,0.05722061172127724,False,False,42
no_action_latency,nominal,none,,8,41.82408905029297,1000,0.052515123039484024,False,False,42
no_action_latency,nominal,none,,9,40.549049377441406,1000,0.06764664500951767,False,False,42
no_action_latency,nominal,none,,10,42.33732223510742,1000,0.0379917174577713,False,False,42
no_action_latency,nominal,none,,11,40.64079666137695,1000,0.055868830531835556,False,False,42
no_action_latency,nominal,none,,12,40.69646453857422,1000,0.06428715586662292,False,False,42
no_action_latency,nominal,none,,13,41.560569763183594,1000,0.05226225405931473,False,False,42
no_action_latency,nominal,none,,14,40.96002960205078,1000,0.05155184119939804,False,False,42
no_action_latency,nominal,none,,15,39.31305694580078,1000,0.07445714622735977,False,False,42
no_action_latency,nominal,none,,16,40.0689811706543,1000,0.08135313540697098,False,False,42
no_action_latency,nominal,none,,17,42.652549743652344,1000,0.05933074653148651,False,False,42
no_action_latency,nominal,none,,18,41.11048889160156,1000,0.052909284830093384,False,False,42
no_action_latency,nominal,none,,19,41.484981536865234,1000,0.06455926597118378,False,False,42
no_action_latency,nominal,none,,20,40.74668502807617,1000,0.05939074978232384,False,False,42
no_action_latency,nominal,none,,21,42.33496856689453,1000,0.0459861159324646,False,False,42
no_action_latency,nominal,none,,22,41.62906265258789,1000,0.05189409852027893,False,False,42
no_action_latency,nominal,none,,23,41.893898010253906,1000,0.051749441772699356,False,False,42
no_action_latency,nominal,none,,24,38.64139175415039,1000,0.06970536708831787,False,False,42
no_action_latency,nominal,none,,25,42.241050720214844,1000,0.038414787501096725,False,False,42
no_action_latency,nominal,none,,26,42.49491500854492,1000,0.04226720333099365,False,False,42
no_action_latency,nominal,none,,27,41.03913497924805,1000,0.056258343160152435,False,False,42
no_action_latency,nominal,none,,28,40.59123229980469,1000,0.05877532437443733,False,False,42
no_action_latency,nominal,none,,29,41.60926818847656,1000,0.052662193775177,False,False,42
baseline_full_dr,friction,moderate,0.36,0,42.3252067565918,1000,0.06206509470939636,False,False,42
baseline_full_dr,friction,moderate,0.36,1,39.53274917602539,1000,0.12352465838193893,False,False,42
baseline_full_dr,friction,moderate,0.36,2,41.219337463378906,1000,0.08338074386119843,False,False,42
baseline_full_dr,friction,moderate,0.36,3,41.94754409790039,1000,0.06208870932459831,False,False,42
baseline_full_dr,friction,moderate,0.36,4,41.14994430541992,1000,0.08265682309865952,False,False,42
baseline_full_dr,friction,moderate,0.36,5,39.931663513183594,1000,0.1027570515871048,False,False,42
baseline_full_dr,friction,moderate,0.36,6,39.39930725097656,1000,0.08895932137966156,False,False,42
baseline_full_dr,friction,moderate,0.36,7,40.2225341796875,1000,0.10499861091375351,False,False,42
baseline_full_dr,friction,moderate,0.36,8,41.19377136230469,1000,0.07733813673257828,False,False,42
baseline_full_dr,friction,moderate,0.36,9,38.89573669433594,1000,0.10081075876951218,False,False,42
baseline_full_dr,friction,moderate,0.36,10,42.21971130371094,1000,0.06362953782081604,False,False,42
baseline_full_dr,friction,moderate,0.36,11,38.55258560180664,1000,0.10211002826690674,False,False,42
baseline_full_dr,friction,moderate,0.36,12,38.77867889404297,1000,0.12878824770450592,False,False,42
baseline_full_dr,friction,moderate,0.36,13,40.0111198425293,1000,0.1153934895992279,False,False,42
baseline_full_dr,friction,moderate,0.36,14,39.826698303222656,1000,0.0979958325624466,False,False,42
baseline_full_dr,friction,moderate,0.36,15,35.965240478515625,1000,0.17934399843215942,False,False,42
baseline_full_dr,friction,moderate,0.36,16,36.68519592285156,1000,0.17473717033863068,False,False,42
baseline_full_dr,friction,moderate,0.36,17,41.88294219970703,1000,0.06773683428764343,False,False,42
baseline_full_dr,friction,moderate,0.36,18,39.12615203857422,1000,0.12133806198835373,False,False,42
baseline_full_dr,friction,moderate,0.36,19,40.49520492553711,1000,0.10018251836299896,False,False,42
baseline_full_dr,friction,moderate,0.36,20,38.495304107666016,1000,0.13566043972969055,False,False,42
baseline_full_dr,friction,moderate,0.36,21,42.699100494384766,1000,0.05299028754234314,False,False,42
baseline_full_dr,friction,moderate,0.36,22,41.01655578613281,1000,0.06537795066833496,False,False,42
baseline_full_dr,friction,moderate,0.36,23,41.32498550415039,1000,0.07054783403873444,False,False,42
baseline_full_dr,friction,moderate,0.36,24,42.159847259521484,1000,0.05222110450267792,False,False,42
baseline_full_dr,friction,moderate,0.36,25,41.786781311035156,1000,0.08008462935686111,False,False,42
baseline_full_dr,friction,moderate,0.36,26,42.87517166137695,1000,0.052916787564754486,False,False,42
baseline_full_dr,friction,moderate,0.36,27,39.76041793823242,1000,0.1033492237329483,False,False,42
baseline_full_dr,friction,moderate,0.36,28,39.138389587402344,1000,0.11035370826721191,False,False,42
baseline_full_dr,friction,moderate,0.36,29,41.20572280883789,1000,0.08424624055624008,False,False,42
no_friction,friction,moderate,0.36,0,41.44866180419922,1000,0.0634608119726181,False,False,42
no_friction,friction,moderate,0.36,1,37.77402114868164,1000,0.12373468279838562,False,False,42
no_friction,friction,moderate,0.36,2,39.97455596923828,1000,0.10892260819673538,False,False,42
no_friction,friction,moderate,0.36,3,40.617576599121094,1000,0.06685895472764969,False,False,42
no_friction,friction,moderate,0.36,4,38.73141098022461,1000,0.11649460345506668,False,False,42
no_friction,friction,moderate,0.36,5,37.521400451660156,1000,0.12299492210149765,False,False,42
no_friction,friction,moderate,0.36,6,38.16629409790039,1000,0.13862773776054382,False,False,42
no_friction,friction,moderate,0.36,7,37.78428268432617,1000,0.14755646884441376,False,False,42
no_friction,friction,moderate,0.36,8,39.95182800292969,1000,0.09541644155979156,False,False,42
no_friction,friction,moderate,0.36,9,37.02791213989258,1000,0.12262217700481415,False,False,42
no_friction,friction,moderate,0.36,10,41.147457122802734,1000,0.07672091573476791,False,False,42
no_friction,friction,moderate,0.36,11,37.08339309692383,1000,0.13976165652275085,False,False,42
no_friction,friction,moderate,0.36,12,37.404903411865234,1000,0.13733699917793274,False,False,42
no_friction,friction,moderate,0.36,13,38.958160400390625,1000,0.11449915170669556,False,False,42
no_friction,friction,moderate,0.36,14,37.91447830200195,1000,0.14581485092639923,False,False,42
no_friction,friction,moderate,0.36,15,34.690547943115234,1000,0.21290968358516693,False,False,42
no_friction,friction,moderate,0.36,16,35.3239631652832,1000,0.17868299782276154,False,False,42
no_friction,friction,moderate,0.36,17,40.644737243652344,1000,0.07790467888116837,False,False,42
no_friction,friction,moderate,0.36,18,37.286502838134766,1000,0.16374371945858002,False,False,42
no_friction,friction,moderate,0.36,19,39.84086227416992,1000,0.08957702666521072,False,False,42
no_friction,friction,moderate,0.36,20,36.895164489746094,1000,0.16604425013065338,False,False,42
no_friction,friction,moderate,0.36,21,41.73290252685547,1000,0.041996151208877563,False,False,42
no_friction,friction,moderate,0.36,22,39.329437255859375,1000,0.10040473192930222,False,False,42
no_friction,friction,moderate,0.36,23,39.92789840698242,1000,0.09591108560562134,False,False,42
no_friction,friction,moderate,0.36,24,38.8560676574707,1000,0.07992943376302719,False,False,42
no_friction,friction,moderate,0.36,25,40.763877868652344,1000,0.08885186910629272,False,False,42
no_friction,friction,moderate,0.36,26,41.44853210449219,1000,0.07046341150999069,False,False,42
no_friction,friction,moderate,0.36,27,38.11508560180664,1000,0.14855413138866425,False,False,42
no_friction,friction,moderate,0.36,28,35.94502258300781,1000,0.16526159644126892,False,False,42
no_friction,friction,moderate,0.36,29,39.430870056152344,1000,0.11438710987567902,False,False,42
no_mass,friction,moderate,0.36,0,42.56920623779297,1000,0.045226242393255234,False,False,42
no_mass,friction,moderate,0.36,1,40.402462005615234,1000,0.09570621699094772,False,False,42
no_mass,friction,moderate,0.36,2,41.65410232543945,1000,0.07083643972873688,False,False,42
no_mass,friction,moderate,0.36,3,42.11765670776367,1000,0.07061071693897247,False,False,42
no_mass,friction,moderate,0.36,4,40.53740310668945,1000,0.09790891408920288,False,False,42
no_mass,friction,moderate,0.36,5,38.208683013916016,1000,0.13768912851810455,False,False,42
no_mass,friction,moderate,0.36,6,40.17329788208008,1000,0.09597419202327728,False,False,42
no_mass,friction,moderate,0.36,7,38.268272399902344,1000,0.14080870151519775,False,False,42
no_mass,friction,moderate,0.36,8,41.39902114868164,1000,0.0982685461640358,False,False,42
no_mass,friction,moderate,0.36,9,37.85478973388672,1000,0.1285797655582428,False,False,42
no_mass,friction,moderate,0.36,10,41.785179138183594,1000,0.07957537472248077,False,False,42
no_mass,friction,moderate,0.36,11,37.60641860961914,1000,0.13666929304599762,False,False,42
no_mass,friction,moderate,0.36,12,38.029537200927734,1000,0.13655591011047363,False,False,42
no_mass,friction,moderate,0.36,13,39.654075622558594,1000,0.11009778082370758,False,False,42
no_mass,friction,moderate,0.36,14,39.947593688964844,1000,0.10109076648950577,False,False,42
no_mass,friction,moderate,0.36,15,36.30238342285156,1000,0.16102436184883118,False,False,42
no_mass,friction,moderate,0.36,16,35.78911209106445,1000,0.20040760934352875,False,False,42
no_mass,friction,moderate,0.36,17,42.34728240966797,1000,0.07184836268424988,False,False,42
no_mass,friction,moderate,0.36,18,39.6106071472168,1000,0.11091110110282898,False,False,42
no_mass,friction,moderate,0.36,19,40.47267150878906,1000,0.1013752892613411,False,False,42
no_mass,friction,moderate,0.36,20,38.78654479980469,1000,0.1362769603729248,False,False,42
no_mass,friction,moderate,0.36,21,42.85078430175781,1000,0.05023493990302086,False,False,42
no_mass,friction,moderate,0.36,22,40.01052474975586,1000,0.10476818680763245,False,False,42
no_mass,friction,moderate,0.36,23,40.02375411987305,1000,0.09589333087205887,False,False,42
no_mass,friction,moderate,0.36,24,42.472259521484375,1000,0.054411549121141434,False,False,42
no_mass,friction,moderate,0.36,25,41.65464782714844,1000,0.07451880723237991,False,False,42
no_mass,friction,moderate,0.36,26,42.50033950805664,1000,0.05837856978178024,False,False,42
no_mass,friction,moderate,0.36,27,39.300716400146484,1000,0.13450010120868683,False,False,42
no_mass,friction,moderate,0.36,28,37.886802673339844,1000,0.13673876225948334,False,False,42
no_mass,friction,moderate,0.36,29,41.16399383544922,1000,0.07592732459306717,False,False,42
no_motor_strength,friction,moderate,0.36,0,42.59861755371094,1000,0.0401628203690052,False,False,42
no_motor_strength,friction,moderate,0.36,1,39.84032440185547,1000,0.107498399913311,False,False,42
no_motor_strength,friction,moderate,0.36,2,41.024261474609375,1000,0.09165431559085846,False,False,42
no_motor_strength,friction,moderate,0.36,3,41.73174285888672,1000,0.07516570389270782,False,False,42
no_motor_strength,friction,moderate,0.36,4,40.50400161743164,1000,0.09610828757286072,False,False,42
no_motor_strength,friction,moderate,0.36,5,38.85846710205078,1000,0.12106160074472427,False,False,42
no_motor_strength,friction,moderate,0.36,6,39.28227615356445,1000,0.11311161518096924,False,False,42
no_motor_strength,friction,moderate,0.36,7,37.20977783203125,1000,0.15742449462413788,False,False,42
no_motor_strength,friction,moderate,0.36,8,40.75422286987305,1000,0.10356548428535461,False,False,42
no_motor_strength,friction,moderate,0.36,9,38.48826599121094,1000,0.1262645572423935,False,False,42
no_motor_strength,friction,moderate,0.36,10,40.9482421875,1000,0.09729520231485367,False,False,42
no_motor_strength,friction,moderate,0.36,11,38.525726318359375,1000,0.11605823785066605,False,False,42
no_motor_strength,friction,moderate,0.36,12,38.701175689697266,1000,0.1388052999973297,False,False,42
no_motor_strength,friction,moderate,0.36,13,39.77153778076172,1000,0.11617014557123184,False,False,42
no_motor_strength,friction,moderate,0.36,14,38.88872528076172,1000,0.13241852819919586,False,False,42
no_motor_strength,friction,moderate,0.36,15,34.87812042236328,1000,0.21543315052986145,False,False,42
no_motor_strength,friction,moderate,0.36,16,35.25700759887695,1000,0.2217555046081543,False,False,42
no_motor_strength,friction,moderate,0.36,17,41.57564163208008,1000,0.08244793117046356,False,False,42
no_motor_strength,friction,moderate,0.36,18,39.098575592041016,1000,0.12293089926242828,False,False,42
no_motor_strength,friction,moderate,0.36,19,40.766136169433594,1000,0.08344276994466782,False,False,42
no_motor_strength,friction,moderate,0.36,20,37.44610595703125,1000,0.14359809458255768,False,False,42
no_motor_strength,friction,moderate,0.36,21,42.58517837524414,1000,0.0548800528049469,False,False,42
no_motor_strength,friction,moderate,0.36,22,40.497528076171875,1000,0.0963253453373909,False,False,42
no_motor_strength,friction,moderate,0.36,23,41.02116775512695,1000,0.07920929789543152,False,False,42
no_motor_strength,friction,moderate,0.36,24,41.271663665771484,1000,0.08043143898248672,False,False,42
no_motor_strength,friction,moderate,0.36,25,40.98390579223633,1000,0.09077759087085724,False,False,42
no_motor_strength,friction,moderate,0.36,26,41.880836486816406,1000,0.07823831588029861,False,False,42
no_motor_strength,friction,moderate,0.36,27,38.93061065673828,1000,0.14092613756656647,False,False,42
no_motor_strength,friction,moderate,0.36,28,37.75356674194336,1000,0.15004116296768188,False,False,42
no_motor_strength,friction,moderate,0.36,29,41.00349807739258,1000,0.07394921034574509,False,False,42
no_sensor_noise,friction,moderate,0.36,0,42.54718780517578,1000,0.06662320345640182,False,False,42
no_sensor_noise,friction,moderate,0.36,1,40.66352081298828,1000,0.09135004878044128,False,False,42
no_sensor_noise,friction,moderate,0.36,2,41.09858322143555,1000,0.07419730722904205,False,False,42
no_sensor_noise,friction,moderate,0.36,3,41.581809997558594,1000,0.062481630593538284,False,False,42
no_sensor_noise,friction,moderate,0.36,4,40.68752670288086,1000,0.10776916146278381,False,False,42
no_sensor_noise,friction,moderate,0.36,5,39.41642761230469,1000,0.1080809012055397,False,False,42
no_sensor_noise,friction,moderate,0.36,6,39.28951644897461,1000,0.08087138831615448,False,False,42
no_sensor_noise,friction,moderate,0.36,7,38.703330993652344,1000,0.12769156694412231,False,False,42
no_sensor_noise,friction,moderate,0.36,8,40.95489501953125,1000,0.07127149403095245,False,False,42
no_sensor_noise,friction,moderate,0.36,9,37.974979400634766,1000,0.13079190254211426,False,False,42
no_sensor_noise,friction,moderate,0.36,10,41.890316009521484,1000,0.07945410162210464,False,False,42
no_sensor_noise,friction,moderate,0.36,11,37.53989791870117,1000,0.13914699852466583,False,False,42
no_sensor_noise,friction,moderate,0.36,12,38.179195404052734,1000,0.15931910276412964,False,False,42
no_sensor_noise,friction,moderate,0.36,13,40.808692932128906,1000,0.0989597961306572,False,False,42
no_sensor_noise,friction,moderate,0.36,14,39.13304138183594,1000,0.0820288136601448,False,False,42
